FLD_MATCODIGO;FLD_MATNOMBRE;TIPO;FECHA;MMP;StockSeguridad;PtoReorden;StockMaximo;StockMinimo;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/09/2012 0:00:00.000;39226,67;1079,01;53213,70;92440,36;39226,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/09/2012 0:00:00.000;18198,67;1801,07;27633,99;45832,65;18198,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/09/2012 0:00:00.000;56012;1309,05;74551,05;130563,05;56012;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/09/2012 0:00:00.000;79766,67;3116,32;104675,25;184441,92;79766,67;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/09/2012 0:00:00.000;19578,73;502,17;27737,02;47315,76;19578,73;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/09/2012 0:00:00.000;29500;2354,84;41107,71;70607,71;29500;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/09/2012 0:00:00.000;24223,07;709,59;32615,82;56838,89;24223,07;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/10/2012 0:00:00.000;24150;510,39;34286,58;58436,58;24150;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/10/2012 0:00:00.000;30233,33;637,24;42107,00;72340,33;30233,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/10/2012 0:00:00.000;26145;430,36;36556,75;62701,75;26145;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/10/2012 0:00:00.000;23385,50;1059,74;30472,47;53857,97;23385,50;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/10/2012 0:00:00.000;107845,67;3047,65;149456,40;257302,07;107845,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/10/2012 0:00:00.000;16848,43;222,15;22838,88;39687,31;16848,43;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/10/2012 0:00:00.000;14973,43;459,39;20413,66;35387,09;14973,43;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/10/2012 0:00:00.000;12409,67;1177,26;19456,93;31866,60;12409,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/10/2012 0:00:00.000;16407,17;660,48;22980,57;39387,74;16407,17;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/10/2012 0:00:00.000;37906,67;814,75;51488,78;89395,45;37906,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/10/2012 0:00:00.000;20198,67;530,74;28204,60;48403,27;20198,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/10/2012 0:00:00.000;50302,13;1226,26;71276,22;121578,35;50302,13;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/10/2012 0:00:00.000;76683,33;2877,62;104392,53;181075,86;76683,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/10/2012 0:00:00.000;19699,07;609,64;28109,91;47808,98;19699,07;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/10/2012 0:00:00.000;32000;1217,16;42008,32;74008,32;32000;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/10/2012 0:00:00.000;23758,73;669,41;32209,53;55968,26;23758,73;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/10/2012 0:00:00.000;29729;913,34;42603,68;72332,68;29729;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/10/2012 0:00:00.000;18450;456,84;26053,79;44503,79;18450;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/10/2012 0:00:00.000;25936,40;505,03;36272,31;62208,71;25936,40;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/10/2012 0:00:00.000;18482,93;1909,74;23414,62;41897,55;18482,93;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/11/2012 0:00:00.000;26914,33;931,96;39212,18;66126,51;26914,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/11/2012 0:00:00.000;17596,67;461,82;24839,78;42436,45;17596,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/11/2012 0:00:00.000;26163,80;459,76;36043,15;62206,95;26163,80;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/11/2012 0:00:00.000;19769,60;1780,57;25345,94;45115,54;19769,60;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/11/2012 0:00:00.000;24200;415,24;33462,93;57662,93;24200;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/11/2012 0:00:00.000;29416,67;508,67;40450,42;69867,08;29416,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/11/2012 0:00:00.000;26293;430,57;35812,67;62105,67;26293;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/11/2012 0:00:00.000;21417,67;815,72;28709,28;50126,94;21417,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/11/2012 0:00:00.000;107326,67;3060,47;147849,78;255176,44;107326,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/11/2012 0:00:00.000;16341,73;271,21;22764,27;39106,00;16341,73;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/11/2012 0:00:00.000;14613,43;379,02;20219,93;34833,37;14613,43;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/11/2012 0:00:00.000;13314,33;352,80;18294,35;31608,68;13314,33;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/11/2012 0:00:00.000;15018,50;890,90;22315,20;37333,70;15018,50;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/11/2012 0:00:00.000;36560;813,30;49830,84;86390,84;36560;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/11/2012 0:00:00.000;20666,67;1158,97;26801,19;47467,85;20666,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/11/2012 0:00:00.000;53302,13;986,69;74436,49;127738,62;53302,13;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/11/2012 0:00:00.000;77456,67;3099,78;107181,31;184637,97;77456,67;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/11/2012 0:00:00.000;19090,87;920,23;27611,27;46702,13;19090,87;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/11/2012 0:00:00.000;30333,33;1753,89;40116,14;70449,47;30333,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/11/2012 0:00:00.000;21788,83;795,04;30962,37;52751,21;21788,83;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/12/2012 0:00:00.000;29000;2330,69;41623,41;70623,41;29000;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/12/2012 0:00:00.000;22426,90;845,12;31230,23;53657,13;22426,90;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/12/2012 0:00:00.000;28863;461,06;40244,08;69107,08;28863;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/12/2012 0:00:00.000;17430;689,21;25326,08;42756,08;17430;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/12/2012 0:00:00.000;26868,30;507,98;36548,16;63416,46;26868,30;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/12/2012 0:00:00.000;20917,20;1497,54;27090,05;48007,25;20917,20;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/12/2012 0:00:00.000;24066,67;399,07;33436,25;57502,91;24066,67;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/12/2012 0:00:00.000;29116,67;586,10;40355,96;69472,63;29116,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/12/2012 0:00:00.000;25959,67;205,40;35153,36;61113,03;25959,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/12/2012 0:00:00.000;22089,33;531,72;29740,67;51830,00;22089,33;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/12/2012 0:00:00.000;109642;3411,40;148984,37;258626,37;109642;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/12/2012 0:00:00.000;16995,07;676,14;24232,40;41227,47;16995,07;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/12/2012 0:00:00.000;14158,43;502,43;20151,34;34309,77;14158,43;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/12/2012 0:00:00.000;13784,67;1003,67;19317,16;33101,83;13784,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/12/2012 0:00:00.000;15602,53;742,72;22488,71;38091,24;15602,53;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/12/2012 0:00:00.000;33863,33;1766,81;51793,02;85656,35;33863,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/12/2012 0:00:00.000;18800;1801,23;27638,70;46438,70;18800;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/12/2012 0:00:00.000;53262,13;1327,78;74499,28;127761,41;53262,13;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/12/2012 0:00:00.000;79880;2250,77;108602,66;188482,66;79880;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/12/2012 0:00:00.000;21466,20;667,30;28616,16;50082,36;21466,20;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/01/2013 0:00:00.000;26680;711,59;37768,57;64448,57;26680;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/01/2013 0:00:00.000;17126,67;355,00;23874,64;41001,30;17126,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/01/2013 0:00:00.000;27406,70;644,14;37441,27;64847,97;27406,70;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/01/2013 0:00:00.000;22363,87;1496,70;29210,89;51574,76;22363,87;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/01/2013 0:00:00.000;22250;501,03;31715,58;53965,58;22250;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/01/2013 0:00:00.000;28316,67;495,56;38984,33;67301,00;28316,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/01/2013 0:00:00.000;24757,67;308,94;34250,87;59008,54;24757,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/01/2013 0:00:00.000;21737,67;1057,72;30480,79;52218,45;21737,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/01/2013 0:00:00.000;110992;3137,87;150677,49;261669,49;110992;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/01/2013 0:00:00.000;17213,40;185,96;23406,94;40620,34;17213,40;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/01/2013 0:00:00.000;14956,73;405,75;20841,82;35798,55;14956,73;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/01/2013 0:00:00.000;13732,67;1161,15;19310,34;33043,01;13732,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/01/2013 0:00:00.000;15950,47;669,96;22561,33;38511,80;15950,47;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/01/2013 0:00:00.000;34210;1245,60;50599,68;84809,68;34210;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/01/2013 0:00:00.000;18533,33;696,55;27260,42;45793,76;18533,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/01/2013 0:00:00.000;53459,60;1495,97;73665,68;127125,28;53459,60;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/01/2013 0:00:00.000;79563,33;1903,35;110329,41;189892,74;79563,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/01/2013 0:00:00.000;21314,53;616,08;28142,76;49457,29;21314,53;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/01/2013 0:00:00.000;27333,33;1721,33;40617,97;67951,30;27333,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/01/2013 0:00:00.000;23113,90;687,45;31614,51;54728,41;23113,90;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/02/2013 0:00:00.000;27932;951,67;39435,82;67367,82;27932;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/02/2013 0:00:00.000;17440;389,22;23997,76;41437,76;17440;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/02/2013 0:00:00.000;28356,97;743,12;38277,25;66634,22;28356,97;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/02/2013 0:00:00.000;22273,87;817,18;29645,24;51919,11;22273,87;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/02/2013 0:00:00.000;21833,33;741,13;31945,09;53778,43;21833,33;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/02/2013 0:00:00.000;27666,67;696,48;39538,08;67204,75;27666,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/02/2013 0:00:00.000;24129;722,29;34599,56;58728,56;24129;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/02/2013 0:00:00.000;21422;637,33;29664,93;51086,93;21422;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/02/2013 0:00:00.000;113926,67;3511,47;154249,48;268176,15;113926,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/02/2013 0:00:00.000;16420,03;242,46;22466,83;38886,87;16420,03;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/02/2013 0:00:00.000;13995,07;384,77;20196,10;34191,16;13995,07;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/02/2013 0:00:00.000;13248,67;299,32;17702,76;30951,43;13248,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/02/2013 0:00:00.000;16067,20;932,87;23255,34;39322,54;16067,20;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/02/2013 0:00:00.000;32826,67;1279,94;48689,68;81516,35;32826,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/02/2013 0:00:00.000;20666,67;822,52;28246,05;48912,72;20666,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/02/2013 0:00:00.000;50272,93;1237,13;71971,93;122244,86;50272,93;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/02/2013 0:00:00.000;78423,33;2124,44;111783,10;190206,43;78423,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/02/2013 0:00:00.000;22529,67;1258,35;29547,39;52077,05;22529,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/02/2013 0:00:00.000;23166,67;2406,70;38971,05;62137,71;23166,67;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/02/2013 0:00:00.000;23331;870,34;32666,62;55997,62;23331;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/03/2013 0:00:00.000;28218;442,03;39246,01;67464,01;28218;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/03/2013 0:00:00.000;17106,67;663,30;24561,11;41667,78;17106,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/03/2013 0:00:00.000;27678,77;511,91;36577,43;64256,20;27678,77;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/03/2013 0:00:00.000;22824,80;500,41;30400,35;53225,15;22824,80;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/03/2013 0:00:00.000;21700;670,05;31438,92;53138,92;21700;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/03/2013 0:00:00.000;27833,33;681,55;39735,66;67569,00;27833,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/03/2013 0:00:00.000;24555,33;413,43;34237,71;58793,05;24555,33;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/03/2013 0:00:00.000;22243,67;498,64;30252,76;52496,42;22243,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/03/2013 0:00:00.000;115915,33;3331,78;157586,32;273501,65;115915,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/03/2013 0:00:00.000;16833,50;626,67;23412,01;40245,51;16833,50;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/03/2013 0:00:00.000;14112,40;495,48;20315,43;34427,83;14112,40;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/03/2013 0:00:00.000;14147,67;978,57;18920,19;33067,86;14147,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/03/2013 0:00:00.000;15007,83;753,59;22354,21;37362,04;15007,83;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/03/2013 0:00:00.000;30066,67;1511,73;45461,01;75527,68;30066,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/03/2013 0:00:00.000;16466,67;1766,63;27803,83;44270,50;16466,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/03/2013 0:00:00.000;52582,93;1305,94;74752,13;127335,07;52582,93;   
